coding_id,stratum,block_uid,collection,year,issue,pub_date,rubric,domain,folio_page,source_url,n_events_extracted,events_correct,events_wrong,events_missed,block_relational,coder,notes
G0372,2011|journal-officiel|act,journal-officiel/fr/2011/023:act0009,journal-officiel,2011,023,2011-04-05,,state,434,https://jort.tn/view/journal-officiel/fr/2011/023,0,,,,,,
G0373,2011|journal-officiel|act,journal-officiel/fr/2011/030:act0003,journal-officiel,2011,030,2011-04-29,,state,570,https://jort.tn/view/journal-officiel/fr/2011/030,0,,,,,,
G0374,2011|journal-officiel|act,journal-officiel/fr/2011/043:act0001,journal-officiel,2011,043,2011-06-14,,state,922,https://jort.tn/view/journal-officiel/fr/2011/043,0,,,,,,
G0375,2011|journal-officiel|act,journal-officiel/fr/2011/049:act0038,journal-officiel,2011,049,2011-07-05,,state,1143,https://jort.tn/view/journal-officiel/fr/2011/049,0,,,,,,
G0376,2011|journal-officiel|act,journal-officiel/fr/2011/049:act0041,journal-officiel,2011,049,2011-07-05,,state,1143,https://jort.tn/view/journal-officiel/fr/2011/049,0,,,,,,
G0377,2011|journal-officiel|act,journal-officiel/fr/2011/051:act0029,journal-officiel,2011,051,2011-07-12,,state,1196,https://jort.tn/view/journal-officiel/fr/2011/051,1,,,,,,
G0378,2011|journal-officiel|act,journal-officiel/fr/2011/051:act0034,journal-officiel,2011,051,2011-07-12,,state,1196,https://jort.tn/view/journal-officiel/fr/2011/051,1,,,,,,
G0379,2011|journal-officiel|act,journal-officiel/fr/2011/058:act0046,journal-officiel,2011,058,2011-08-05,,state,1381,https://jort.tn/view/journal-officiel/fr/2011/058,0,,,,,,
G0380,2011|journal-officiel|act,journal-officiel/fr/2011/069:act0016,journal-officiel,2011,069,2011-09-13,,state,1788,https://jort.tn/view/journal-officiel/fr/2011/069,0,,,,,,
G0381,2011|journal-officiel|act,journal-officiel/fr/2011/069:act0038,journal-officiel,2011,069,2011-09-13,,state,1791,https://jort.tn/view/journal-officiel/fr/2011/069,0,,,,,,
G0382,2011|journal-officiel|act,journal-officiel/fr/2011/072:act0075,journal-officiel,2011,072,2011-09-23,,state,1907,https://jort.tn/view/journal-officiel/fr/2011/072,1,,,,,,
G0383,2011|journal-officiel|act,journal-officiel/fr/2011/078:act0008,journal-officiel,2011,078,2011-10-14,,state,2162,https://jort.tn/view/journal-officiel/fr/2011/078,0,,,,,,
G0384,2011|journal-officiel|act,journal-officiel/fr/2011/079:act0099,journal-officiel,2011,079,2011-10-18,,state,2230,https://jort.tn/view/journal-officiel/fr/2011/079,1,,,,,,
G0385,2011|journal-officiel|act,journal-officiel/fr/2011/079:act0107,journal-officiel,2011,079,2011-10-18,,state,2235,https://jort.tn/view/journal-officiel/fr/2011/079,0,,,,,,
G0386,2011|journal-officiel|act,journal-officiel/fr/2011/092:act0034,journal-officiel,2011,092,2011-12-02,,state,2752,https://jort.tn/view/journal-officiel/fr/2011/092,0,,,,,,
G0387,2011|journal-officiel|act,journal-officiel/fr/2011/095:act0009,journal-officiel,2011,095,2011-12-13,,state,2868,https://jort.tn/view/journal-officiel/fr/2011/095,0,,,,,,
G0388,2012|journal-officiel|act,journal-officiel/fr/2012/010:act0024,journal-officiel,2012,010,2012-02-07,,state,329,https://jort.tn/view/journal-officiel/fr/2012/010,0,,,,,,
G0389,2012|journal-officiel|act,journal-officiel/fr/2012/023:act0013,journal-officiel,2012,023,2012-03-23,,state,568,https://jort.tn/view/journal-officiel/fr/2012/023,0,,,,,,
G0390,2012|journal-officiel|act,journal-officiel/fr/2012/037:act0048,journal-officiel,2012,037,2012-05-11,,state,850,https://jort.tn/view/journal-officiel/fr/2012/037,0,,,,,,
G0391,2012|journal-officiel|act,journal-officiel/fr/2012/049:act0007,journal-officiel,2012,049,2012-06-22,,state,1498,https://jort.tn/view/journal-officiel/fr/2012/049,0,,,,,,
G0392,2012|journal-officiel|act,journal-officiel/fr/2012/061:act0035,journal-officiel,2012,061,2012-08-03,,state,1775,https://jort.tn/view/journal-officiel/fr/2012/061,0,,,,,,
G0393,2012|journal-officiel|act,journal-officiel/fr/2012/074:act0023,journal-officiel,2012,074,2012-09-18,,state,2174,https://jort.tn/view/journal-officiel/fr/2012/074,1,,,,,,
G0394,2012|journal-officiel|act,journal-officiel/fr/2012/074:act0036,journal-officiel,2012,074,2012-09-18,,state,2180,https://jort.tn/view/journal-officiel/fr/2012/074,0,,,,,,
G0395,2012|journal-officiel|act,journal-officiel/fr/2012/075:act0033,journal-officiel,2012,075,2012-09-21,,state,2200,https://jort.tn/view/journal-officiel/fr/2012/075,1,,,,,,
G0396,2012|journal-officiel|act,journal-officiel/fr/2012/078:act0138,journal-officiel,2012,078,2012-10-02,,state,2376,https://jort.tn/view/journal-officiel/fr/2012/078,1,,,,,,
G0397,2012|journal-officiel|act,journal-officiel/fr/2012/080:act0001,journal-officiel,2012,080,2012-10-09,,state,2412,https://jort.tn/view/journal-officiel/fr/2012/080,1,,,,,,
G0398,2012|journal-officiel|act,journal-officiel/fr/2012/080:act0051,journal-officiel,2012,080,2012-10-09,,state,2441,https://jort.tn/view/journal-officiel/fr/2012/080,1,,,,,,
G0399,2012|journal-officiel|act,journal-officiel/fr/2012/083:act0042,journal-officiel,2012,083,2012-10-19,,state,2559,https://jort.tn/view/journal-officiel/fr/2012/083,1,,,,,,
G0400,2012|journal-officiel|act,journal-officiel/fr/2012/083:act0103,journal-officiel,2012,083,2012-10-19,,state,2577,https://jort.tn/view/journal-officiel/fr/2012/083,1,,,,,,
G0401,2012|journal-officiel|act,journal-officiel/fr/2012/084:act0104,journal-officiel,2012,084,2012-10-23,,state,2629,https://jort.tn/view/journal-officiel/fr/2012/084,1,,,,,,
G0402,2012|journal-officiel|act,journal-officiel/fr/2012/094:act0100,journal-officiel,2012,094,2012-11-27,,state,3042,https://jort.tn/view/journal-officiel/fr/2012/094,0,,,,,,
