coding_id,stratum,edge_id,entry_uid,subject_name,relation,layer,counterparty_name,counterparty_kind,year,extractor,pattern_id,folio,evidence_quote,verdict,correct_relation,correct_counterparty,coder,coder_note
E0182,tutelage|llm,ED_7fed366f976df7173665,aalam:3.10,محمد الفاضل بن عاشور,studied_at,tutelage,الخلدونية,school,,llm,aalam-model-v1,349-354,فتردّد على التوالى على الخلدونية ومدرسة العطارين,correct,,,C6,«فتردّد على التوالي على الخلدونية ومدرسة العطارين ... وجامع الزيتونة» — subject is the young Muhammad al-Fadil.
E0183,tutelage|llm,ED_80cb3d16f48ebc0e60d3,aalam:1.04,أحمد بن حسين,taught,tutelage,الطيب الرياحي,person,,llm,aalam-model-v1,57-62,عهد إليه الشيخ إبراهيم الرياحي بتعليم ابنه الطيّب,correct,,,C6,«عهد إليه الشيخ إبراهيم الرياحي بتعليم ابنه الطيّب» — Ibn Husayn is the one charged with teaching; direction (he taught al-Tayyib) is right. Confirmed by the following lines about pupils flocking to him.
E0184,tutelage|llm,ED_841bcd0cc869df4ecf87,aalam:3.02,الشيخ محمد بورقيبة,studied_at,tutelage,جامع الزيتونة,mosque,,llm,aalam-model-v1,295-300,بجامع الزيتونة المعمور لمواصلة دراسات مطوّلة وشاقة,correct,,,C6,"OCR has dropped the verb, but «وبعدما استوعب المبادئ الأولى للغة ... بجامع الزيتونة المعمور لمواصلة دراسات مطوّلة وشاقة» can only be enrolment as a student."
E0185,tutelage|llm,ED_8ff315338e8cf1b3921a,aalam:2.08,محمد عبده,studied_under,tutelage,جمال الدين الأفغاني,person,,llm,aalam-model-v1,187-192,تحت تأثير جمال الدين الأفغاني وتلميذه الشيخ محمد عبدهع,correct,,,C6,"«تحت تأثير جمال الدين الأفغاني وتلميذه الشيخ محمد عبده» — the pronoun in تلميذه refers to al-Afghani, so Abduh studied under him; direction right."
E0186,tutelage|llm,ED_99c37369efbe4523f72e,aalam:3.13,الطاهر الخميري,taught_at,tutelage,مؤسسة جوهر هوبكينس,org,,llm,aalam-model-v1,369-372,"وتوضيح المشاكل الناجمة عن تحرير القارة
السمراء، لطلبة المؤسسة المذكورة",correct,,,C6,"«دعته مؤسسة جوهر هوبكينس إلى المساهمة في ... توضيح المشاكل ... لطلبة المؤسسة المذكورة. وقد أظهر خلال اضطلاعه بتلك المهمة ما كان يتمتع به من مقدرة بيداغوجية» — a teaching engagement with that institution's students, not a one-off talk."
E0187,tutelage|llm,ED_9ae26b4389b8bb12a8cb,aalam:1.03,إبراهيم الرياحي,taught,tutelage,محمد البحري,person,,llm,aalam-model-v1,49-56,إلى أن عارضه ذات يوم أحد قدما، تلاميذه، القاضي المالكي والفقيه الشهير، الشيخ محمد البحري,correct,,,C6,"«أحد قدماء تلاميذه ... الشيخ محمد البحري الذي رفض نظرية شيخه» — al-Bahri is Riyahi's former pupil, so subject taught counterparty; direction right. (The same sentence also states an opposition tie the pipeline may have missed.)"
E0188,tutelage|llm,ED_9eabe026d7a6af135479,aalam:2.12,عبد السلام البكوش,read_work_of,tutelage,ابن الرومي,person,,llm,aalam-model-v1,243-252,وابن رومي، يضاف إليهم من المحدثين أحمد تيمور,correct,,,C6,"Ibn al-Rumi sits in the list of poets «الذين درس إنتاجهم ... دواوينهم لا تفارق مكتبته»; read_work_of fits (not a contemporary, no personal teaching)."
E0189,tutelage|llm,ED_a425db1969cce792e601,aalam:3.11,أحمد الماطري,taught_at,tutelage,جامع الزيتونة,mosque,,llm,aalam-model-v1,355-360,الشيخان أحمد والمختار الماطري مدرسين حنفيين من مدرسي جامع الزيتونة,correct,,,C6,"«وكان جدّه ووالده، الشيخان أحمد والمختار الماطري مدرسين حنفيين من مدرسي جامع الزيتونة المعمور» — Ahmad al-Matri held a Hanafi teaching post there. Subject correctly taken as Ahmad, not the entry subject Mahmoud."
E0190,tutelage|llm,ED_a6c1bfd4bf06f361e6bc,aalam:2.07,محمد الأصرم,studied_at,tutelage,جامع الزيتونة,mosque,,llm,aalam-model-v1,177-186,أو في جامع الريتونة الذي كان يتردد على بعض ذروسه,correct,,,C6,«لفت إليه الأنظار سواء في المدرسة الصادقية أو في جامع الزيتونة الذي كان يتردد على بعض دروسه» — attendance at Zaytuna lessons; studied_at supported (partial attendance only).
E0191,tutelage|llm,ED_a7219d057bba0f09bd07,aalam:2.12,مصطفى آغة,studied_under,tutelage,الأساتذة الذين ساهموا في تكوينهما,person,,llm,aalam-model-v1,243-252,"الرجلين قد تغذّيا من نفس المنابع وأعجبا بنفس
الأساتذة",spurious,,,C6,"Counterparty «الأساتذة الذين ساهموا في تكوينهما» is not a named person but a generic plural. Sentence «الرجلين قد تغذّيا من نفس المنابع وأعجبا بنفس الأساتذة» merely says Agha and Bakkush admired the same teachers; no tie between two named parties is stated. Node is unresolvable, so the edge should be dropped, not relabelled."
E0192,tutelage|llm,ED_a8fc8820acb8d37a85c4,aalam:2.06,سالم بو حاجب,taught_at,tutelage,جامع الزيتونة,mosque,,llm,aalam-model-v1,169-176,فتصدّى لتدريس العلم بجامع الزيتونة المعمور,correct,,,C6,«فتصدّى لتدريس العلم بجامع الزيتونة المعمور» after winning the concours; teaching post at Zaytuna.
E0193,tutelage|llm,ED_b1bb471fd1243dd3235a,aalam:3.05,خير الله بن مصطفى,studied_under,tutelage,محمد باي خير الدين,person,1917,llm,aalam-model-v1,319-326,"أعنيى محمد باي خير الدين الذي اختار الإقامة على تلك
الربوة الملهمة",wrong_relation,,,C6,"The quoted clause states only where Muhammad Bay Khayr al-Din lived; the surrounding passage describes a زيارة and conversational sessions on Pythagoras/Plato/Sufi masters, and ends «فقد قرر العدول عن التقدّم إلى أبعد من ذلك والتقليل من تلك الجلسات» — he declined to become a murid. Pupilage is not stated; no vocabulary relation fits a visit, so correct_relation left blank. Also note the counterparty name as printed («محمد باي خير الدين») may itself be an OCR conflation."
E0194,tutelage|llm,ED_b34f4f11be1277fcdd47,aalam:2.09,طاهر خير الدين,studied_at,tutelage,مدرسة بانكالدي الحربية,school,,llm,aalam-model-v1,193-224,وبعد إتمام تلك الدراسة التمهيدية التحق بمدرسة بانكالدي الحربية,correct,,,C6,«وبعد إتمام تلك الدراسة التمهيدية التحق بمدرسة بانكالدي الحربية وتخرج منها بعد سنتين برتبة يوزباشي».
E0195,tutelage|llm,ED_b5515781cd15d41aa90f,aalam:3.13,الطاهر الخميري,licensed_by,tutelage,جامعة همبورغ,school,,llm,aalam-model-v1,369-372,قبل الحصول على شهادة الماجستير في العلوم العصرية من نفس الجامعة,wrong_relation,studied_at,,C6,"«الدكتوراه في الآداب من جامعة همبورغ سنة 1936 قبل الحصول على شهادة الماجستير ... من نفس الجامعة» — a modern degree conferred by a university, not an ijaza from a shaykh, which is what licensed_by is defined as. The sentence does support studied_at Hamburg."
E0196,tutelage|llm,ED_c2843e83c544d55b304a,aalam:3.10,الطاهر بن عاشور,taught_at,tutelage,الجامعة الزيتونية,school,,llm,aalam-model-v1,349-354,درس مدة طويلة بالمعهد الصادقى والجامعة الزيتونية، قبل أن يشغل,correct,,,C6,"«قد درس مدة طويلة بالمعهد الصادقي والجامعة الزيتونية، قبل أن يشغل خطة قاضي الحاضرة المالكي» — unvocalised درس, but «مدة طويلة» plus «اشتهر بدرسه حول ديوان الحماسة» and the parallel later clause about the son «كمدرس بالمعهد الصادقي وجامع الزيتونة» fix it as darrasa (taught)."
E0197,tutelage|llm,ED_c86846969e223a865c90,aalam:3.05,خير الله بن مصطفى,studied_at,tutelage,المدرسة العلوية,school,,llm,aalam-model-v1,319-326,ولقد وقع اختياره على المدرسة العلويّة الحديثة العهد. فاألحق بها ابنه,correct,,,C6,"Father Hassuna chose the school and «فألحق بها ابنه» — grammatical subject is the father, but the recorded tie is the son's schooling, which the next clause confirms («واجتاز مرحلة الدراسة الثانوية»). Subject correctly Khayrallah."
E0198,tutelage|llm,ED_cad629ad685a3ea246a9,aalam:1.03,إبراهيم الرياحي,taught_at,tutelage,جامع الحلفاوين,mosque,,llm,aalam-model-v1,49-56,وعهد إليه بالإضافة إلى ذلك بإلقا، عدّة دروس بجامع,correct,,,C6,"Full clause: «وعهد إليه ... بإلقاء عدّة دروس بجامع الحلفاوين», then «تلك الدروس المتممة لدروسه بجامع الزيتونة» — teaching at Halfaouine (Sahib al-Tabi') mosque."
E0199,tutelage|llm,ED_d119cdf3b159f49759f5,aalam:2.14,رشيد بن مصطفى,studied_at,tutelage,المعهد الصادقي,school,,llm,aalam-model-v1,271-276,أرسل إلى الكتاب ثم إلى المعهد الصادقي حيث أنهى دراسته الثانوية,correct,,,C6,«ومنذ سنّ الخامسة أرسل إلى الكتاب ثم إلى المعهد الصادقي حيث أنهى دراسته الثانوية» — entry subject Rashid b. Mustafa is the pupil.
E0200,tutelage|llm,ED_d388d2817ffe22cecfe6,aalam:1.03,إبراهيم الرياحي,studied_at,tutelage,جامع الزيتونة,mosque,,llm,aalam-model-v1,49-56,التي ستفتح في وجهه أبواب جامع الزيتونة المعمور على مصراعيها,wrong_relation,taught_at,,C6,"Reads the sentence backwards. «اجتياز مختلف مراحل التعليم التقليدي ... والحصول على الإجازة التي ستفتح في وجهه أبواب جامع الزيتونة» — the ijaza (elsewhere in this book glossed «شهادة الكفاءة للتدريس») opened Zaytuna to him afterwards, and the passage says so explicitly: «خطواته الأولى الموفقة بجامع الزيتونة، سواء كمدرس أو كعالم وأديب», «إقبال الطلبة بأعداد غفيرة على حلقات دروسه». The text never says he studied at Zaytuna."
E0201,tutelage|llm,ED_e4249bdd4f703a88ee34,aalam:2.06,سالم بو حاجب,studied_under,tutelage,محمود قابادو,person,,llm,aalam-model-v1,169-176,ألا وهو الشيخ محمود قابادو الذي استحكمت بينه وبين مترجمنا أسباب المودة,correct,,,C6,"Qabadu closes the list of «أساتذته» («دون أن ننسى آخرهم عهداً ... ألا وهو الشيخ محمود قابادو»), and the entry later refers to «دروس الشيخ محمود قابادو» that Bu Hajib followed. Genuine tutelage here, unlike E0180."
E0202,tutelage|llm,ED_ef3d1202ecaed24dae4a,aalam:2.13,عبد الجليل الزاوش,studied_under,tutelage,بوترو,person,,llm,aalam-model-v1,253-270,من أمثال دوركايم وبوترو وبواتكاري وبواسي وأولار، ولافيس,correct,,,C6,"«سيتردّد على كلية الحقوق والكوليج دي فرانس وكلية الآداب ... للاستماع إلى محاضرات العلماء الأعلام ... من أمثال دوركايم وبوترو» — lectures attended in person from living contemporaries, so studied_under rather than read_work_of."
E0203,tutelage|llm,ED_f30efd05ee10ee96d396,aalam:3.11,محمود الماطري,studied_at,tutelage,كلية العلوم والمدرسة الطبية بمدينة ديجون,school,,llm,aalam-model-v1,355-360,ثم انخرط في كلية العلوم والمدرسة الطبية بمدينة ديجون,correct,,,C6,«ثم انخرط في كلية العلوم والمدرسة الطبية بمدينة ديجون بفرنسا». Tie is right; note the counterparty node conflates two institutions (Faculté des Sciences + École de médecine) into one string and should be split at normalisation.
E0204,tutelage|llm,ED_f8cc23c0e50fa8790310,aalam:2.12,عبد السلام البكوش,read_work_of,tutelage,المتنبي,person,,llm,aalam-model-v1,243-252,والمتنبى وابن رومي، يضاف إليهم من المحدثين,correct,,,C6,Mutanabbi in the list of poets whose diwans stayed in Bakkush's library and whose output he studied.
E0205,tutelage|rule,ED_e974891f7c588a4a2855,aalam:1.04,أحمد بن حسين,studied_under,tutelage,الطاهر بن مسعود,person,,rule,TUT01,57-62,وارتبط من أول وهلة بشيخها الطاهر بن مسعود وقرأ عليه الفقه والنحو,correct,,,C6,"«وارتبط من أول وهلة بشيخها الطاهر بن مسعود وقرأ عليه الفقه والنحو والمنطق والبلاغة» — prepositional قرأ على, direction right. Subjects (fiqh, nahw, mantiq, balagha) are recoverable as attributes."
E0206,tutelage|rule,ED_ecb4517d440026e45af9,aalam:1.04,أحمد بن حسين,studied_under,tutelage,احمد الابي,person,,rule,TUT01,57-62,كما قرأ على الشيخ أحمد الأبي «البيان,correct,,,C6,"«كما قرأ على الشيخ أحمد الأبي «البيان» لسعد الدين التفتزاني وشرح جمع الجوامع للمحلي» — al-Abi is the teacher; al-Taftazani and al-Mahalli are the authors of the texts read, correctly not taken as teachers."
