id_type,value_normalised,n_jort_orgs,jort_labels
matricule_fiscal,1017715Z,2,Société Tunisio-Italienne de Bâtiment et Construction TIBAC | Société Tuniso- Italienne de Bâtiment et Construction TIBAC
matricule_fiscal,101773F,1,Briqueterie El Faouz du Sud B.F.S
matricule_fiscal,1017749K,1,Méditerranéen Import Export MEDIMEX -SARL
matricule_fiscal,1017758L,1,Société Techno - Bat
matricule_fiscal,1017772J,2,SOCIETE BABAY DOLL | Société Internationale de Comptabilité
matricule_fiscal,10178H,1,(En Cours de Liquidation)
matricule_fiscal,1017925H,1,Societe Best Wear New CO
matricule_fiscal,10179912T,1,Société Tunisie Composites
matricule_fiscal,1018011B,1,Nom : Chaâchoua
matricule_fiscal,1018039P,1,Sté ACCESS SERVICE SARL
matricule_fiscal,1018059T,1,Société Kchaou Frères
matricule_fiscal,1018081R,2,Société INVENTA TUNISIE | Sté INVENTA TUNISIE SARL
matricule_fiscal,1018097A,1,Société Agro- Générale Négoce -SARL
matricule_fiscal,1018163M,1,Mise à jour des statuts
matricule_fiscal,1018189D,1,Société Industrielle de Meuble Atheth Eddar
matricule_fiscal,1018190W,1,Société SERENA SHOES en liquidation
matricule_fiscal,1018199F,2,DOCO-CONCEPT ET REALISATION | Société DECO-CONCEPT REALISATION
matricule_fiscal,1018264X,2,Moso Productions | Société MOSO PRODUCTIONS SARL
matricule_fiscal,1018274Z,2,L'assemblée extraordinaire a décidé d'approuver | SOCIETE GENERALE DES TRAVAUX HYDRAULIQUES GTH
matricule_fiscal,1018291A,1,Sté BLACK DENIM» SARL
matricule_fiscal,1018316R,1,Société Mondial Pâtisserie Chocolaterie
matricule_fiscal,1018329K,1,Sté El Amir pour les Travaux & Services SARL
matricule_fiscal,1018394G,1,Electro-Walid
matricule_fiscal,1018461A,1,Nom et prénom : Madame Jamila Labyedh Interlangues
matricule_fiscal,1018478K,1,Sté les PHENICIENS
matricule_fiscal,101853X,1,ICHRAK W
matricule_fiscal,1018643E,3,Clôture des Travaux de Liquidation | GLOBAL QUEST | Global Quest
matricule_fiscal,1018682L,1,Société DARCOM SARL
matricule_fiscal,1018764N,1,Société Frikha Frère de Négoce International (SOFRIK)
matricule_fiscal,1018766C,1,SOCIETE FONDANA ENTREPRISE
matricule_fiscal,1018791R,1,A et R Consulting - SARL
matricule_fiscal,10187982S,1,Société K - HOTEL CONSULT » SARL
matricule_fiscal,1019002E,1,Société Lougein Rent A Car
matricule_fiscal,10190311K,1,Société Hafedh de Production d'Huile d'Olives
matricule_fiscal,1019106M,1,METACONCEPT
matricule_fiscal,1019206O,1,STE GARDAZ QUALITY STYLE» SUARL
matricule_fiscal,10192408S,1,Sté GENERAL PROMO
matricule_fiscal,1019241T,1,Société Groupe Aswan International en liquidation
matricule_fiscal,1019246Z,2,Clôture des opérations de liquidation et fermeture définitive d'une société | STE Tex System» S.U.A.R.L
matricule_fiscal,1019250V,6,S.A.R.L off shore | TUNITRONIC | Tunitronic
matricule_fiscal,1019398Q,1,Nom: Gharbi Dit Mlaouh
matricule_fiscal,1019511A,1,Sté OMARPLAST
matricule_fiscal,1019556L,1,Société Dalcom Tunisie
matricule_fiscal,1019581M,1,"BN° 9 MF : 1019581M/A/M/000, RC"
matricule_fiscal,1019612B,1,MCM TEAM
matricule_fiscal,1019743M,1,Société Red S.A.R.L
matricule_fiscal,101974L,1,Société le GOURMET Production
matricule_fiscal,1019756S,1,Société Jilani de Transport et Services
matricule_fiscal,1019807L,1,Société Multiservices Etudes et Exécutions M2e au lieu de Société RBH Equipements
matricule_fiscal,1019825N,2,Société EMBALLAGE PRO | Sté EMBALLAGE PRO » SARL
matricule_fiscal,1019873X,1,Société A G CONSULTING
matricule_fiscal,1019940Q,1,MB
matricule_fiscal,1019959C,1,Société INTERNATIONAL WELDING
matricule_fiscal,1019997J,5,SOCIETE TRAVEL TRENDS TUNISIA | Société TRAVEL TRENDS TUNISIA | Société Travel Trends Tunisia
matricule_fiscal,1020160K,2,OPEN VISION | Open Vision SA
matricule_fiscal,1020175W,1,Société P.E.T Production
matricule_fiscal,1020275W,3,E- T -A Tunisie | Société P - E - T Production Electrotechnique Tunisie | Société P-E-T Production - Electrotechnique - Tunisie SARL
matricule_fiscal,1020326P,1,Tunisie RECYCLAGE
matricule_fiscal,102048X,1,"15, rue Mostapha Zridi Bouhsina Sousse"
matricule_fiscal,1020508T,2,STE IDEAL SERVICE » Sarl | Société UNION DU GARDIENNAGE ET DIVERS SERVICES PLUS SARL
matricule_fiscal,1020555B,2,Société NORD AFRICA TEX | Société Nord Africa Tex
matricule_fiscal,1020610Q,1,Management solution & consulting - M
matricule_fiscal,1020624X,1,Transformation de la société et nomination d'un gérant
matricule_fiscal,1020630Q,1,J
matricule_fiscal,1020638D,1,Société SCS CONSULTING
matricule_fiscal,1020648F,4,Société R.B.R Textile | Société R.B.R Textiles SARL | Société RBR Textile» SARL
matricule_fiscal,1020857N,0,
matricule_fiscal,1020870K,2,SUARL Exotica | Société ZINATEX S.A.R.L
matricule_fiscal,1020916G,1,Société Lyra Services SARL
matricule_fiscal,10209421J,1,Société Internationale De Consulting Et De Commerce IBH TUNISIA
matricule_fiscal,1021000D,2,Société United Group Tex Tunisia UGTEX | UNITED GROUP TEX TUNISIA UGTEX
matricule_fiscal,1021065B,1,Société EL MANAR
matricule_fiscal,1021087Y,1,Société CHARMANTELLE
matricule_fiscal,1021114H,1,Société Eljawhara » S
matricule_fiscal,1021133A,1,Société la Représentation Commerciale de MITTAL
matricule_fiscal,1021181N,1,Clôture définitive
matricule_fiscal,1021202G,1,Société Tunisienne de Grand Carrière
matricule_fiscal,1021249Y,1,Société ESSALAH AGRICOLE SUARL
matricule_fiscal,102124V,1,Société AMY Confection
matricule_fiscal,1021377F,2,STE SOTAS SARL | Sté SOTAS SARL
matricule_fiscal,1021415T,1,Cessation définitive de l'activité de la société &
matricule_fiscal,1021416V,1,Immo-Pro Tunisia
matricule_fiscal,1021486K,2,Société AZ CONFECTION | Société AZ Confection
matricule_fiscal,1021489N,3,SERITEX - SARL | Société SERITEX | Société SERITEX SUARL
matricule_fiscal,10215035A,1,Société SRSI
matricule_fiscal,1021505V,8,Général Expo | Moderne d'Organisation des Foires et Congrès | REGIONALE d'ORGANISATION DES FOIRES ET CONGRES
matricule_fiscal,1021542A,2,TRANS WORLD FINE ARTS - en liquidation | TRANSWORLD FINE ARTS SUARL
matricule_fiscal,1021546E,2,Comme il a été procédé à la fermeture de la patente | Monsieur Anis Reziga est désignée liquidateur de la société
matricule_fiscal,1021629G,1,Les Comptoirs de Borj Touil
matricule_fiscal,1021647J,2,"Société TECHNOBROD | Société TECHNOBROD SOTEBRO, SARL"
matricule_fiscal,102169X,1,06 rue Adelhafidh El Mekki La Marsa
matricule_fiscal,1021703Z,1,Société JOLY TEX
matricule_fiscal,1021768S,1,North Africa Consulting
matricule_fiscal,1021787W,1,Société La source
matricule_fiscal,1021936Q,6,SOCIETE ABATTOIR AVICOLE JEBENIANA BNINA | Société Abattoir Avicole A AL Amra | Société Abattoir Avicole à Al Amra - S
matricule_fiscal,1022056V,2,SOCIETE DE DEVELOPPEMENT ET D'INVESTISSEMENT S.A.R.L | Société de Développement et d'Investissement S.A.R.L
matricule_fiscal,1022144M,1,Société GENERAL SPORT EQUIPEMENTS (GSE)
matricule_fiscal,1022152T,1,QUANTARAH
matricule_fiscal,1022158A,3,Sté TUNISIE INGENIERIE INFRASTRUCTURE T2I | Tunisie Ingénierie Infrastructures T.I.I » SARL | Tunisie Ingénierie Infrastructures T.I.I» SARL
matricule_fiscal,1022162W,1,Société de Commerce et Service
matricule_fiscal,1022170W,1,Nom et prénom : Ayadi Hamza Ben Sahbi Ben Hédi
matricule_fiscal,1022204A,1,Société MISTER CAKE
matricule_fiscal,1022253Y,2,Société ARTHEMA Tunisie | Société Arthema Tunisie
matricule_fiscal,102228J,1,Sousse 4054
matricule_fiscal,1022317X,1,Société (CS Production) Fabrication des Chaussures
matricule_fiscal,1022365F,1,Société city-com
matricule_fiscal,102236Q,1,STE M M
matricule_fiscal,10224367R,2,Fashion Work | confirmer et de ratifier la nomination de la Société NEW A.C.A» comme
matricule_fiscal,1022450B,1,Universal Tunisian Trading Company (UTTC)
matricule_fiscal,1022492E,1,New Africa & Development Construction
matricule_fiscal,1022528G,2,GMI Tunisie SARL - Off Shore | Sté GMI Tunisie » S.A.R.L
matricule_fiscal,1022559P,1,Société AROM SHOES - SARL
matricule_fiscal,1022567P,1,Société Univers de l'Eclairage Plus
matricule_fiscal,10226000X,2,Société SOZEC-SA | Société Zaghouan des Eaux Conditionnees
matricule_fiscal,1022600X,1,Société Zaghouan Des Eaux Conditionnées - S.A
matricule_fiscal,1022702C,2,"33, Avenue Lieutenant Bejaoui Menzah 5 | Sté Santé Silhouette Hendo"
matricule_fiscal,1022716J,2,Parc des activités économique. Bizerte site Menzel Bourguiba | ZAFCO
matricule_fiscal,1022724J,2,Société Congrès et Promotions Scientifiques C.P.S | Société Congrès et promotions scientifiques C.P.S
matricule_fiscal,1022784X,2,ADN | ADN à monsieur Méril Bessier et mademoiselle Julie Bessier so
matricule_fiscal,102280B,1,Sarl non résidente et totalement Exportatrice
matricule_fiscal,1022847V,1,Société Bartol Textiles
matricule_fiscal,1022873K,1,Société Trucks Gros SARL
matricule_fiscal,1022873X,2,Société TRUCKS GROS | TRUCKS GROS
matricule_fiscal,1022893B,1,Société ALGERO-TUNISIENNE DE COMMERCE INTERNATIONAL S
matricule_fiscal,1022901A,1,Société Générale d'équipement
matricule_fiscal,1022932Q,1,GLOBAL DESIGNERS
matricule_fiscal,1022945W,1,sans aucune restriction
matricule_fiscal,1023002J,2,AMIRA | Clôture définitive de la liquidation AMIRA S.a.r.l
matricule_fiscal,1023007F,1,Totalement exportatrice
matricule_fiscal,1023022F,1,Immobilière et Touristique d'Hammamet - S
matricule_fiscal,1023028V,1,Société TEKNIS TUNISIE
matricule_fiscal,1023046Y,1,Société Gruppo Textile Italien
matricule_fiscal,1023054X,1,4) Mise à jour des statuts de la société
matricule_fiscal,1023175F,1,Société Amra Tex SARL
matricule_fiscal,1023189M,1,Sté Le Mer Biais S.A.R.L
matricule_fiscal,1023237C,1,Société Mediterranean Trading Company MTC
matricule_fiscal,102325A,1,Société Budorola
matricule_fiscal,1023341K,1,Société de Services du Phosphate
matricule_fiscal,1023364J,1,SIFAC
matricule_fiscal,1023394Q,5,AFRICAN ENGINEERING COMPANY | SOCIETE STUDI INTERNATIONAL COMPANY | Studi International Company
matricule_fiscal,1023400V,2,Société MOSARTIS | Sté MOSARTIS S.A
matricule_fiscal,1023514E,2,Société Mifra assistance S.A.R.L | Société Mifra assistance SARL
matricule_fiscal,1023518D,1,Société SPECTRA
matricule_fiscal,1023587Y,3,LEADER DES BISCUITS MEDITERRANEE | LEADER DES BISCUITS MEDITERRANEENS | Leader des Biscuits Méditerranée
matricule_fiscal,102358Y,1,Société LEADERS DES BISCUITS
matricule_fiscal,1023595Y,1,Ste de transformarion de cuivre STC SARL
matricule_fiscal,1023641L,1,Société STAR CONSULTING SERVICES
matricule_fiscal,1023675X,1,R
matricule_fiscal,1023723M,1,Société de Maintenance Industrielle SMI
matricule_fiscal,1023752S,1,Sté Global Electrique
matricule_fiscal,1023759A,2,MED MARINE | Med - Marine - SARL
matricule_fiscal,1023766Z,1,et la nomination de Mer Riahi Med Anouar en tant que liquidat
matricule_fiscal,1023770V,2,Impianti TECNOLOGICI | STES UNIPERSONNELLES A RESPONSABILITE LIMITEE
matricule_fiscal,1023836W,2,Société Générale Sécurité | Société Générale Sécurité SARL
matricule_fiscal,1023855Z,1,Sté SOREM - SARL
matricule_fiscal,1023857R,1,Sté Kammoun d'Investissement Agricole Export SKIA EXPORT
matricule_fiscal,1023887H,2,Société S | Société S.S.M
matricule_fiscal,1023912Q,5,SOCIETE L'ETIQUETTES ADHESIVES | Société l'Etiquette Adhésives S.E.A | Société l'Etiquettes Adhésives
matricule_fiscal,1023998P,1,Société Dewco International Tunisie
matricule_fiscal,1024013Y,1,Société BATIMAT NEGOCE
matricule_fiscal,1024020Q,1,Clôture de liquidation de la société AFRICLINE
matricule_fiscal,1024096M,1,Société Cyclo Sud de Tunisie Sarl
matricule_fiscal,1024174J,1,Sté TECHNIMOULE
matricule_fiscal,1024193M,4,Société TECHNI PRODUCTION | Société Techni Production (en liquidation) | TECHNI PRODUCTION
matricule_fiscal,1024209C,1,Société EATON POWER QUALITY
matricule_fiscal,1024216B,2,Forum International matricule fiscal 1024216/B sise à Beni Ha | Société FORUM INTERNATIONAL
matricule_fiscal,1024223A,1,GMG EZ-Zahra
matricule_fiscal,1024259N,1,El Baraka
matricule_fiscal,10242731L,1,Société Comptoir : Métal du Sahel
matricule_fiscal,1024273L,4,Comptoir du métal du Sahel | Comptoir métal du Sahel | Société Comptoir de Métal du Sahel
matricule_fiscal,1024304A,1,Société : New Marathon
matricule_fiscal,1024445N,1,Groupement Consulting and Advisory Alliance C2A
matricule_fiscal,1024470P,3,MEDITERRANEA (SARL) en liquidation | Société Méditerranée SARL | Société Méditerranéea (SARL)
matricule_fiscal,1024482T,1,Société Sud Artisanat
matricule_fiscal,1024514J,1,Cement Management Consulting (CMC) SARL
matricule_fiscal,1024523K,1,TUNISIE MOBILE
matricule_fiscal,1024560Q,3,LUXAT TUNISIE EXPORT LTE | Luxat Tunisie Export SARL | Société Luxat Tunisie Export (L.T.E)
matricule_fiscal,1024596D,3,Société SALIMATEX | Société SALIMATEX SARL | Société Salimatex
matricule_fiscal,1024638W,1,MARMONAC
matricule_fiscal,1024702L,2,Société SMILE TRAVEL | Société SMILE TRAVEL S.A.R.L
matricule_fiscal,1024726V,1,CCM consulting Group Holding au profit de Monsieur Imed CHAMA
matricule_fiscal,1024732S,1,Société NOVATEX
matricule_fiscal,1024733T,1,Société EXOCET
matricule_fiscal,1024749C,3,EMER SERVICES | EMER SERVICES TUNISIE | EMER Services
matricule_fiscal,1024761Y,1,Personne Physique
matricule_fiscal,1024765C,1,Société régionale de Services et de Nettoyage
matricule_fiscal,1024829B,1,Société Pressing Tapis
matricule_fiscal,1024862C,1,Société Idéal Autos
matricule_fiscal,1024885K,2,Société Univers Broderie II - SUARL | Société Univers Broderie II SUARL
matricule_fiscal,1024890G,3,STE Extra Marbre plus S.A.R.L | Société EXTRA MARBRE PLUS SARL | Société Extra Marbre Plus SARL
matricule_fiscal,10249001Q,1,SCIPC SARL
matricule_fiscal,1024900Q,2,Société de Commerce International de Produits Chimiques SCIPC | Société dé Commerce International de Produits Chimiques
matricule_fiscal,1024916Z,1,Sté Saphir de commerce international
matricule_fiscal,1024919D,1,Société Nawi
matricule_fiscal,1025179T,1,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE
matricule_fiscal,1025188W,1,"Signe social : 23, Avenue Mongi Slim l'Aouina 2045 Tunis"
matricule_fiscal,1025206D,2,Société Civile Agricole l'Horizon | Société Giant International LTD
matricule_fiscal,1025221C,1,Société ID - VAG SARL
matricule_fiscal,1025252K,2,STE BIM LEIBI | Sté BIM Leibi
matricule_fiscal,1025255G,2,Société LUXURY TRAVEL | Société Luxury Travel
matricule_fiscal,1025300A,1,Société Générale de Réalisation et de Maintenance SGRM
matricule_fiscal,1025306G,1,Société PIERALISI TUNISIA
matricule_fiscal,1025317K,1,Sté T FAS
matricule_fiscal,1025347R,1,Blue Trading
matricule_fiscal,1025347S,1,1- La liquidation définitive de la Société
matricule_fiscal,1025367W,1,Sté JATEX
matricule_fiscal,1025423L,1,Valentino Mobili
matricule_fiscal,1025540Q,1,Société Zaoui International Création» ZIC» - SARL
matricule_fiscal,1025598K,2,Société Consulting commerciales & organisation de Production copit | Société Copit SARL
matricule_fiscal,1025609Y,1,"Société BAKHT Immobilière, SARL"
matricule_fiscal,1025611N,1,Société OLEA
matricule_fiscal,1025664C,1,Société Sabrina Foods Queen - Tunisia
matricule_fiscal,1025684G,1,SOLAR 23 Trading SARL
matricule_fiscal,1025687K,1,Société EXO 7
matricule_fiscal,10256961L,1,Société Méditerraneo Clothing
matricule_fiscal,1025696L,1,Société Mediterraneo Clothing
matricule_fiscal,1025696S,1,Société Agricole Nour El Ain
matricule_fiscal,1025702Q,1,I B
matricule_fiscal,1025725Y,1,Société Barka Rent A Car
matricule_fiscal,1025841G,1,International Renove
matricule_fiscal,1025880S,1,International Tele Consultants
matricule_fiscal,10258965N,1,Société Agricole Nour El Ain
matricule_fiscal,1025898S,1,Société Agricole Nour El Aïn
matricule_fiscal,1025906B,1,Société Tuni-Fashion SARL
matricule_fiscal,1025928H,4,Société L'orient Confection 2 | Société l'Orient Confection Deux | Société l'Orient Confection Deux S.A.R.L
matricule_fiscal,10259356R,1,Société BUILT - CONCEPT
matricule_fiscal,1025939L,1,Société TRANSPAC
matricule_fiscal,1025977A,1,Consulting Business Management Training C.B.M.T
matricule_fiscal,1026011Y,1,Société S.P.S S.U.A.R.L
matricule_fiscal,1026023C,1,Société CLEVERTEK SARL
matricule_fiscal,1026032D,1,Société International Manufacture Confection I
matricule_fiscal,1026050F,1,LA REINE
matricule_fiscal,1026067Q,1,Société ANISSO
matricule_fiscal,1026075Q,2,SOCIETE A FASHION S.A.R.L | Société A - FASHION
matricule_fiscal,1026078P,1,Ameublements Moderne de Tunisie AMT » SARL
matricule_fiscal,1026078T,2,ECA TUNISIE SA.RL | SOCIETE ECA TUNISIE
matricule_fiscal,1026094T,2,Elittihad de Confection | Société de confection El Ittihad
matricule_fiscal,1026195Y,1,AZZURA MEDITERRANEA
matricule_fiscal,1026207J,2,CHAHIA | Moalla Distribution a cédé à Mr
matricule_fiscal,1026290W,1,Personne Physique
matricule_fiscal,1026533W,1,Société V.I.P. (Valuable Intimates Production)
matricule_fiscal,1026566F,1,et la nomination de Monsieur Roland Sivadier nouveau gérant p
matricule_fiscal,1026590F,3,Société H & M Textile | Société H&M Textile | Société H&M. Textile
matricule_fiscal,1026629D,2,SOCIETE TUN ELECTRO | TUN ELECTRO
matricule_fiscal,1026647F,1,SOCIETE NEW FASHION SARL
matricule_fiscal,1026652C,1,Société de Travaux El AAMAR
matricule_fiscal,1026774M,1,Société S
matricule_fiscal,1026843H,1,STE COSTANZA SARL
matricule_fiscal,1026882Q,1,SOCIETE AWA YNETWORKS ANS
matricule_fiscal,1026936M,1,Société Novelle Electrique du Sahel SARL
matricule_fiscal,102697Q,1,BENKA
matricule_fiscal,1026983V,1,Daudé Enseignes
matricule_fiscal,1027037N,1,Société MF service
matricule_fiscal,1027081S,1,WORLD CALL CENTER
matricule_fiscal,1027211J,3,SERVICES TUNIS | Service Tunis | Services Tunis
matricule_fiscal,1027226R,2,"Digital Media Company, SA | Société : DIGITAL MEDIA COMPANY SA"
matricule_fiscal,1027235S,1,Société Mouna Voyages SARL
matricule_fiscal,1027241Q,1,Société Riahi et Cie SARL
matricule_fiscal,1027260T,1,INVESTISSEMENT & CONSEILS SERVICES
